key_0,business_code,cust_number,name_customer,Predicted_payment_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,delay_bucket
13591,U001,20048734,Unified Ventures,2019-04-17,2019.0,196724295.0,2020-02-18,2019-05-25,2019-11-26,2019-01-14,CAD,RV,1.0,785582.13,2020-02-27,1/10 Prox,196724295.0,1,93,60 to 100 days of delay
13595,U005,20005911,Synergy Corporations,2019-08-14,2020.0,199904360.0,2020-01-16,2020-03-29,2019-10-26,2019-05-17,USD,RV,1.0,488858.21,2019-12-29,Rental,199904360.0,0,89,60 to 100 days of delay
13599,U001,20098446,NextWave Technologies,2019-06-07,2019.0,198643052.0,2020-04-15,2020-02-28,2019-04-15,2019-02-28,USD,RV,1.0,576769.6,2019-05-26,Post-Payment,198643052.0,0,99,60 to 100 days of delay
13603,U005,20035132,Quantum Dynamics,2018-12-13,2019.0,194766385.0,2020-03-26,2020-01-14,2019-02-09,2019-01-27,USD,RV,1.0,1217.47,2019-10-12,Fixed,194766385.0,0,-45,no delay
13607,CA02,20060567,Fortune Solutions,2019-11-14,2019.0,193409682.0,2019-08-09,2019-05-17,2020-04-15,2019-11-01,CAD,RV,1.0,3815.94,2019-06-30,In Advance,193409682.0,1,13,0 to 15 days of delay
13611,U005,20083495,Alliance Enterprises,2019-05-23,2020.0,197046404.0,2020-05-18,2019-09-30,2020-04-24,2019-04-08,USD,RV,1.0,70986.0,2020-04-02,Royalty,197046404.0,0,45,45 to 60 days of delay
13615,U002,20006327,Nexus Networks,2019-10-03,2019.0,198554519.0,2020-03-07,2019-11-13,2019-04-25,2019-07-09,CAD,RV,1.0,22242.34,2019-06-13,Lease-to-Own,198554519.0,0,86,60 to 100 days of delay
13619,U001,20075277,Prime Logistics,2019-10-15,2020.0,196002748.0,2019-05-20,2020-03-31,2019-06-13,2020-05-06,CAD,RV,1.0,1224.08,2019-03-21,Annually,196002748.0,0,-204,no delay
13623,U001,20046205,Horizon Holdings,2019-06-04,2019.0,193613464.0,2019-03-01,2020-03-19,2019-05-21,2019-02-23,USD,RV,1.0,99785.7,2020-05-11,Deductible,193613464.0,1,101,more than 100 days of delay
13627,U007,20021839,Acme Industries,2020-02-24,2019.0,193766112.0,2019-08-17,2019-02-10,2019-11-30,2019-11-25,USD,RV,1.0,342659.37,2020-01-25,Licencing,193766112.0,1,91,60 to 100 days of delay
13631,U001,20024822,Fusion Enterprises,2019-12-21,2020.0,195216188.0,2019-04-02,2019-12-28,2019-04-29,2019-12-29,CAD,RV,1.0,845947.5,2019-02-06,90 Prox,195216188.0,1,-8,no delay
13635,U002,20034586,Future Commerce Ltd.,2019-09-15,2020.0,199994279.0,2020-03-31,2020-02-21,2020-01-14,2019-05-16,USD,RV,1.0,29146.74,2019-01-27,Weekly,199994279.0,0,122,more than 100 days of delay
13639,U002,20009670,Vertex Solutions Inc.,2020-03-19,2020.0,192202394.0,2019-04-28,2019-05-22,2019-10-25,2020-04-06,CAD,RV,1.0,22070.54,2019-11-01,Due Upon Receipt,192202394.0,1,-18,no delay
13643,U001,20025207,Summit Technologies,2019-08-05,2020.0,196246878.0,2019-04-18,2019-11-10,2019-07-11,2019-07-01,USD,RV,1.0,3909.86,2019-04-04,Maintenance,196246878.0,0,35,30 to 45 days of delay
13647,U002,20031785,Fortune Solutions,2019-09-24,2020.0,195893059.0,2019-05-20,2019-04-27,2019-11-13,2019-05-03,USD,RV,1.0,6594.23,2020-02-13,Net 75,195893059.0,1,144,more than 100 days of delay
13651,U005,20053215,Horizon Holdings,2020-02-26,2020.0,193147979.0,2020-01-07,2019-06-08,2019-08-26,2019-11-01,CAD,RV,1.0,288937.68,2019-02-28,60 EOM,193147979.0,0,117,more than 100 days of delay
13655,U013,20060627,Synergy Innovations,2020-01-13,2020.0,198536650.0,2020-02-03,2019-12-31,2020-01-31,2019-12-31,CAD,RV,1.0,88033.23,2020-04-05,Out-of-Pocket,198536650.0,0,13,0 to 15 days of delay
13659,CA02,20034842,Global Nexus,2019-08-17,2020.0,190018038.0,2020-01-29,2019-05-28,2020-01-19,2019-09-13,CAD,RV,1.0,109388.53,2020-03-26,Cash,190018038.0,1,-27,no delay
13663,U001,20021679,OmniTech Solutions,2019-12-14,2020.0,192549492.0,2020-02-22,2019-08-19,2020-03-11,2019-06-02,CAD,RV,1.0,77629.7,2020-01-24,Due Upon Receipt,192549492.0,0,195,more than 100 days of delay
13667,U001,20057370,Advantage Solutions,2020-01-12,2020.0,190952693.0,2019-12-02,2020-04-04,2019-11-11,2019-08-14,CAD,RV,1.0,6935.23,2019-05-28,Pro-Rata,190952693.0,0,151,more than 100 days of delay
13671,U005,20028533,Horizon Holdings,2019-08-26,2019.0,191644497.0,2019-11-14,2019-11-04,2019-10-01,2020-02-18,CAD,RV,1.0,951691.33,2020-01-17,90 Prox,191644497.0,1,-176,no delay
13675,U013,20045478,Prime Innovations,2019-11-13,2019.0,192976104.0,2019-09-08,2019-12-08,2019-07-07,2020-04-30,USD,RV,1.0,889578.96,2019-12-24,30 EOM,192976104.0,1,-169,no delay
13679,U005,20064654,Horizon Holdings,2019-04-28,2020.0,194852613.0,2019-03-17,2019-03-19,2020-04-23,2019-06-10,CAD,RV,1.0,364246.76,2019-03-18,PIB,194852613.0,1,-43,no delay
13683,U002,20064063,Quantum Dynamics,2019-09-09,2020.0,198214174.0,2019-04-19,2019-09-12,2019-12-03,2019-10-07,USD,RV,1.0,95698.13,2020-03-20,Monthly,198214174.0,1,-28,no delay
13687,U013,20025963,Velocity Solutions,2019-09-20,2020.0,193027111.0,2020-04-12,2020-05-07,2020-01-09,2019-10-14,USD,RV,1.0,8812.15,2019-07-06,45 Prox,193027111.0,1,-24,no delay
13691,U002,20038893,Fusion Enterprises,2020-01-28,2020.0,196840161.0,2019-12-21,2020-01-01,2019-02-02,2019-12-09,USD,RV,1.0,1177.38,2020-03-07,Net 75,196840161.0,1,50,45 to 60 days of delay
13695,U005,20051386,Peak Technologies,2019-09-04,2019.0,192105710.0,2019-12-11,2019-10-17,2020-03-09,2020-03-22,CAD,RV,1.0,7928.63,2020-02-28,Subscription,192105710.0,1,-200,no delay
13699,CA02,20051205,Innovatech Solutions,2019-08-11,2020.0,197820658.0,2019-12-27,2020-03-11,2019-04-04,2019-08-31,CAD,RV,1.0,840283.08,2019-10-31,1/10 Prox,197820658.0,0,-20,no delay
13703,CA02,20047001,Pioneer Industries,2020-06-27,2019.0,192181684.0,2019-02-10,2019-04-22,2019-05-16,2019-12-21,CAD,RV,1.0,7764.81,2020-03-02,Licencing,192181684.0,0,189,more than 100 days of delay
13707,U013,20051572,Pinnacle Manufacturing,2019-09-04,2020.0,197131262.0,2019-09-09,2019-10-06,2019-02-25,2019-07-03,CAD,RV,1.0,579468.9,2020-02-26,Prescription,197131262.0,1,63,60 to 100 days of delay
13711,U007,20083157,Zenith Industries,2019-04-07,2020.0,199350057.0,2019-02-12,2019-10-16,2019-08-20,2019-04-19,USD,RV,1.0,84131.99,2019-06-15,Consumables,199350057.0,0,-12,no delay
13715,CA02,20026550,Nexus Networks,2019-08-14,2020.0,192446389.0,2019-07-02,2019-07-08,2020-03-15,2019-06-01,USD,RV,1.0,785665.06,2020-02-13,Weekly,192446389.0,1,74,60 to 100 days of delay
13719,CA02,20035126,Stellar Supplies LLC,2019-05-26,2020.0,197644185.0,2019-01-19,2020-01-12,2020-02-29,2019-03-29,CAD,RV,1.0,2939.56,2019-12-25,Subscription,197644185.0,0,58,45 to 60 days of delay
13723,U005,20035346,Echelon Industries,2019-06-09,2019.0,191315843.0,2020-05-12,2019-09-27,2019-04-18,2019-03-17,CAD,RV,1.0,9298.79,2020-05-07,1/90 Prox,191315843.0,0,84,60 to 100 days of delay
13727,U013,20088701,Vanguard Ventures,2019-10-30,2020.0,191308604.0,2019-06-02,2019-01-23,2019-10-06,2020-04-08,USD,RV,1.0,3692.13,2019-12-14,Disposable,191308604.0,1,-161,no delay
13731,CA02,20024555,Fortune Solutions,2019-07-17,2020.0,193699623.0,2019-06-14,2019-03-13,2019-09-29,2020-03-04,CAD,RV,1.0,602195.68,2020-04-23,"2/10, Net 30",193699623.0,1,-231,no delay
13735,U005,20056101,Nexus Networks,2019-07-13,2020.0,191401750.0,2020-05-15,2019-03-18,2019-02-02,2019-05-11,USD,RV,1.0,745467.77,2020-02-14,Net 7,191401750.0,1,63,60 to 100 days of delay
13739,U013,20092427,Spectrum Technologies,2019-03-06,2019.0,190741099.0,2019-08-26,2020-02-26,2019-05-31,2019-04-23,USD,RV,1.0,95481.14,2019-01-23,1/90 Prox,190741099.0,1,-48,no delay
13743,U007,20021615,Prime Logistics,2019-06-28,2019.0,197865661.0,2019-11-06,2019-02-20,2019-12-13,2019-04-21,CAD,RV,1.0,506496.15,2019-11-11,Monthly,197865661.0,1,68,60 to 100 days of delay
13747,U013,20030895,Ascend Industries,2019-08-03,2019.0,191014364.0,2020-03-17,2020-02-20,2019-11-13,2020-01-30,USD,RV,1.0,246958.96,2020-02-24,Net 7,191014364.0,0,-180,no delay
13751,U005,20027089,Pinnacle Manufacturing,2019-01-20,2019.0,191125340.0,2019-03-22,2019-03-29,2019-12-25,2019-03-25,USD,RV,1.0,773432.82,2019-08-03,PID,191125340.0,1,-64,no delay
13755,U002,20083238,Global Tech Solutions,2019-09-07,2019.0,198929993.0,2020-04-11,2020-02-20,2019-06-26,2019-09-07,CAD,RV,1.0,70166.69,2020-05-07,COD,198929993.0,1,0,0 to 15 days of delay
13759,U005,20015480,Global Ventures,2020-05-29,2020.0,191551901.0,2019-03-04,2019-08-08,2020-02-09,2019-11-29,USD,RV,1.0,4557.25,2019-07-09,Licencing,191551901.0,0,182,more than 100 days of delay
13763,U001,20080998,Optimum Tech Partners,2020-01-28,2019.0,195070143.0,2019-04-29,2019-08-11,2019-04-19,2019-07-30,CAD,RV,1.0,91226.63,2019-04-22,Lease-to-Own,195070143.0,1,182,more than 100 days of delay
13767,CA02,20005300,MetroTech Solutions,2019-05-13,2019.0,197869339.0,2019-03-27,2020-01-18,2019-03-12,2020-01-04,CAD,RV,1.0,6995.96,2019-04-14,Post-Payment,197869339.0,0,-236,no delay
13771,U007,20023758,Global Nexus,2019-05-05,2019.0,192009727.0,2019-05-18,2020-02-09,2020-05-18,2020-01-21,USD,RV,1.0,865119.92,2019-08-08,Yearly,192009727.0,0,-261,no delay
13775,CA02,20005632,Innovatech Solutions,2019-07-23,2020.0,196008721.0,2019-10-07,2020-05-10,2019-12-14,2019-04-11,CAD,RV,1.0,33678.27,2020-04-20,Pro-Rata,196008721.0,0,103,more than 100 days of delay
13779,U005,20046740,Alliance Enterprises,2019-07-15,2020.0,194692282.0,2019-02-26,2019-02-27,2019-09-30,2020-03-11,USD,RV,1.0,689414.37,2019-09-08,N60,194692282.0,0,-240,no delay
13783,U001,20019358,BlueWave Enterprises,2019-06-09,2020.0,193169636.0,2019-11-21,2020-03-07,2019-10-23,2020-01-10,CAD,RV,1.0,11237.87,2020-03-10,Post-Payment,193169636.0,0,-215,no delay
13787,U013,20098244,Unified Ventures,2020-03-13,2020.0,196502550.0,2019-10-03,2020-03-09,2019-10-23,2020-03-15,USD,RV,1.0,58881.66,2019-06-26,1/10 Prox,196502550.0,0,-2,no delay
13791,U007,20029029,Ultimate Solutions,2019-05-22,2020.0,198684830.0,2019-04-21,2019-12-11,2020-02-12,2019-04-05,CAD,RV,1.0,3446.14,2019-08-11,N30,198684830.0,1,47,45 to 60 days of delay
13795,U001,20098741,Echelon Industries,2019-09-09,2019.0,198481979.0,2019-10-19,2020-01-15,2019-11-02,2019-05-24,USD,RV,1.0,532789.91,2020-01-29,End of Month,198481979.0,1,108,more than 100 days of delay
13799,U005,20088768,Dynamic Industries,2019-04-01,2019.0,197300897.0,2019-10-23,2019-07-22,2019-03-05,2020-01-20,CAD,RV,1.0,931873.03,2020-03-25,90 EOM,197300897.0,1,-294,no delay
13803,U007,20041629,OmniTech Solutions,2020-02-25,2020.0,197104358.0,2020-01-11,2019-08-09,2019-12-29,2020-05-14,CAD,RV,1.0,1528.86,2019-07-22,1/60 Prox,197104358.0,0,-79,no delay
13807,CA02,20022614,Fusion Enterprises,2019-02-24,2019.0,198240072.0,2020-02-26,2019-10-28,2019-09-16,2019-04-22,USD,RV,1.0,960918.01,2019-01-17,Escrow,198240072.0,0,-57,no delay
13811,U005,20096431,Pioneer Industries,2019-05-03,2020.0,192396016.0,2019-05-24,2019-10-10,2019-07-10,2019-04-07,USD,RV,1.0,767010.92,2020-02-11,PID,192396016.0,1,26,15 to 30 days of delay
13815,U005,20086151,Horizon Holdings,2019-03-06,2019.0,193654937.0,2019-09-09,2019-08-13,2019-11-27,2019-03-04,CAD,RV,1.0,237836.36,2019-05-22,Escrow,193654937.0,0,2,0 to 15 days of delay
13819,U002,20004261,Echelon Industries,2019-06-10,2019.0,195820102.0,2019-05-16,2020-02-11,2019-06-07,2019-05-25,USD,RV,1.0,2692.68,2020-04-11,Rental,195820102.0,1,16,15 to 30 days of delay
13823,U001,20020036,Optimum Tech Partners,2019-07-15,2019.0,198593829.0,2019-12-19,2019-06-15,2019-09-07,2019-04-03,CAD,RV,1.0,59379.81,2019-08-29,1/30 Prox,198593829.0,0,103,more than 100 days of delay
13827,CA02,20040259,Future Commerce Ltd.,2019-04-15,2020.0,190935637.0,2019-12-11,2019-04-02,2020-04-20,2020-01-24,USD,RV,1.0,787520.07,2019-08-31,Quarterly,190935637.0,0,-284,no delay
13831,U002,20091334,Horizon Holdings,2019-11-28,2020.0,199016741.0,2019-11-28,2019-04-23,2019-02-23,2019-08-24,USD,RV,1.0,92519.23,2020-03-24,Net 75,199016741.0,1,96,60 to 100 days of delay
13835,U007,20077268,Innovatech Solutions,2020-03-07,2020.0,190528395.0,2020-04-18,2020-01-22,2019-01-20,2019-12-25,USD,RV,1.0,2449.64,2019-05-11,N30,190528395.0,1,73,60 to 100 days of delay
13839,U001,20048088,Titanium Technologies,2019-12-11,2020.0,199778368.0,2019-03-09,2019-04-21,2019-07-26,2020-05-12,CAD,RV,1.0,3195.54,2019-08-03,N60,199778368.0,0,-153,no delay
13843,U007,20025481,Quantum Enterprises,2019-08-15,2020.0,199090213.0,2019-06-23,2019-12-18,2019-06-29,2019-01-31,CAD,RV,1.0,39325.15,2019-11-12,1/90 Prox,199090213.0,0,196,more than 100 days of delay
13847,CA02,20015436,Nexus Networks,2019-05-29,2019.0,190029554.0,2019-05-13,2020-05-09,2019-04-29,2019-07-29,USD,RV,1.0,427146.53,2019-02-09,Due Dates,190029554.0,1,-61,no delay
13851,CA02,20097921,Peak Technologies,2019-11-06,2019.0,193018141.0,2019-02-22,2019-02-17,2019-11-26,2020-04-19,CAD,RV,1.0,557906.22,2019-10-18,1/90 Prox,193018141.0,1,-165,no delay
13855,U007,20019977,Acme Industries,2019-09-03,2020.0,191451912.0,2019-03-22,2019-10-08,2020-02-29,2020-01-21,USD,RV,1.0,5809.72,2020-04-16,Hybrid,191451912.0,1,-140,no delay
13859,U013,20047891,Quantum Dynamics,2019-07-08,2020.0,195218531.0,2019-02-28,2019-06-05,2020-02-10,2019-05-20,CAD,RV,1.0,496554.1,2020-04-05,1/90 Prox,195218531.0,1,49,45 to 60 days of delay
13863,U002,20039138,Prime Innovations,2019-10-22,2019.0,193287755.0,2019-10-07,2020-03-17,2019-03-21,2019-07-14,CAD,RV,1.0,4615.4,2019-04-14,Due Dates,193287755.0,1,100,
13867,U013,20070387,Global Ventures,2019-12-01,2020.0,192781993.0,2019-10-17,2020-01-26,2019-07-04,2020-05-18,USD,RV,1.0,71481.87,2019-07-10,Prescription,192781993.0,1,-169,no delay
13871,U007,20053515,OmniTech Solutions,2019-11-07,2020.0,198974696.0,2019-10-07,2020-01-15,2020-01-30,2019-02-02,USD,RV,1.0,55766.13,2019-05-10,PPD,198974696.0,0,278,more than 100 days of delay
13875,U001,20094689,NextWave Technologies,2019-05-21,2020.0,197613191.0,2019-04-24,2019-07-17,2019-01-11,2019-08-28,USD,RV,1.0,72434.66,2019-09-02,1/10 EOM,197613191.0,1,-99,no delay
13879,CA02,20088982,Optimum Tech Partners,2019-12-26,2020.0,197086668.0,2020-04-12,2020-02-28,2020-02-04,2019-10-23,USD,RV,1.0,69713.93,2020-04-04,Fixed,197086668.0,1,64,60 to 100 days of delay
13883,U005,20075932,Crest Business Services,2019-06-27,2020.0,197536945.0,2019-03-15,2019-09-04,2020-04-02,2020-03-09,USD,RV,1.0,552030.78,2019-07-24,PPD,197536945.0,1,-256,no delay
13887,U007,20012230,Spectrum Technologies,2019-09-24,2020.0,196185944.0,2020-05-17,2019-01-21,2019-10-25,2019-06-14,USD,RV,1.0,42509.57,2019-08-03,PIA,196185944.0,0,102,more than 100 days of delay
13891,U005,20019880,Cortex Innovations,2019-10-30,2019.0,199081184.0,2019-01-25,2020-03-18,2019-11-12,2019-07-28,USD,RV,1.0,6288.54,2019-10-05,60 EOM,199081184.0,0,94,60 to 100 days of delay
13895,CA02,20056795,Quantum Dynamics,2019-11-02,2020.0,195346937.0,2019-12-01,2019-07-21,2019-07-14,2020-04-16,USD,RV,1.0,775428.61,2019-03-15,"2/15, Net 45",195346937.0,1,-166,no delay
13899,U005,20000399,Innovatech Solutions,2019-06-02,2019.0,190165610.0,2019-08-31,2020-03-14,2020-03-09,2019-04-25,CAD,RV,1.0,733744.46,2019-08-18,"2/10, Net 30",190165610.0,0,38,30 to 45 days of delay
13903,CA02,20017886,Global Nexus,2019-09-22,2020.0,197389973.0,2019-12-21,2019-03-21,2019-04-28,2019-09-11,CAD,RV,1.0,8883.22,2019-09-27,Tiered,197389973.0,0,11,0 to 15 days of delay
13907,U001,20085168,Quantum Dynamics,2019-08-26,2019.0,190878051.0,2019-01-22,2019-11-06,2019-04-17,2020-01-09,USD,RV,1.0,533930.08,2019-10-09,Net 45,190878051.0,1,-136,no delay
13911,CA02,20057091,Infinity Holdings,2019-02-26,2019.0,198845593.0,2019-04-29,2019-05-10,2019-06-02,2019-05-13,CAD,RV,1.0,70325.85,2019-06-08,N30,198845593.0,1,-76,no delay
13915,U007,20056432,Titanium Technologies,2019-10-02,2019.0,197481368.0,2019-08-15,2019-06-10,2020-02-10,2019-05-24,USD,RV,1.0,6638.34,2020-01-31,Due Upon Receipt,197481368.0,1,131,more than 100 days of delay
13919,U013,20060341,Pioneer Industries,2019-01-03,2020.0,196950337.0,2019-02-15,2019-01-14,2019-07-14,2019-01-14,USD,RV,1.0,843668.65,2019-01-27,EOM,196950337.0,0,-11,no delay
13923,U002,20067946,Acme Industries,2019-12-30,2019.0,194393758.0,2020-03-02,2019-05-01,2019-06-12,2019-07-17,USD,RV,1.0,4504.57,2019-01-23,30 EOM,194393758.0,0,166,more than 100 days of delay
13927,CA02,20033088,Prime Logistics,2019-02-25,2020.0,194546869.0,2020-01-21,2019-08-10,2019-12-18,2019-03-05,USD,RV,1.0,467220.16,2019-10-16,Due Upon Receipt,194546869.0,0,-8,no delay
13931,U007,20014558,Advantage Solutions,2019-10-15,2020.0,195716804.0,2019-08-11,2019-03-01,2019-10-13,2020-03-28,USD,RV,1.0,5210.8,2020-03-05,1/90 EOM,195716804.0,0,-165,no delay
13935,U001,20030654,Horizon Holdings,2020-01-19,2019.0,196671607.0,2019-10-03,2019-12-26,2019-11-09,2019-12-31,CAD,RV,1.0,535585.07,2019-05-25,Out-of-Pocket,196671607.0,1,19,15 to 30 days of delay
13939,U001,20075375,Alliance Enterprises,2019-10-06,2020.0,196878380.0,2020-04-11,2019-07-04,2019-01-17,2020-04-06,USD,RV,1.0,58905.58,2019-06-07,Licencing,196878380.0,0,-183,no delay
13943,U005,20057825,Vertex Solutions Inc.,2019-05-06,2019.0,190416746.0,2020-01-19,2019-07-22,2019-07-06,2019-01-11,USD,RV,1.0,51113.67,2020-02-17,Monthly,190416746.0,1,115,more than 100 days of delay
13947,U007,20098164,InnovaTech Group,2019-06-17,2020.0,193737212.0,2019-03-29,2019-07-18,2020-04-30,2019-04-24,USD,RV,1.0,239212.8,2019-10-07,End of Month,193737212.0,1,54,45 to 60 days of delay
13951,U005,20029346,Cortex Innovations,2019-05-27,2020.0,194976970.0,2019-03-24,2019-03-11,2020-02-16,2019-06-08,USD,RV,1.0,667415.01,2019-05-13,Monthly,194976970.0,1,-12,no delay
13955,U005,20078906,MetroTech Solutions,2019-08-23,2019.0,191836979.0,2020-01-11,2019-04-22,2019-02-09,2019-08-06,USD,RV,1.0,711968.69,2020-01-19,Daily,191836979.0,1,17,15 to 30 days of delay
13959,U001,20071929,ProTech Partners,2020-01-09,2019.0,199364600.0,2020-03-24,2019-12-25,2020-01-19,2019-12-11,CAD,RV,1.0,4812.16,2019-08-25,Immediate,199364600.0,1,29,15 to 30 days of delay
13963,U001,20092295,Horizon Holdings,2020-02-04,2019.0,194623058.0,2019-07-17,2019-02-07,2019-11-09,2019-11-03,CAD,RV,1.0,9660.91,2019-02-10,90 Prox,194623058.0,0,93,60 to 100 days of delay
13967,U007,20019955,Cortex Innovations,2018-12-26,2019.0,191363017.0,2020-01-25,2019-10-24,2019-07-11,2019-02-16,CAD,RV,1.0,321769.12,2019-09-12,Semi-Annually,191363017.0,0,-52,no delay
13971,U002,20014881,Ultimate Solutions,2020-01-18,2020.0,192560688.0,2019-09-23,2019-04-03,2019-01-24,2019-11-07,CAD,RV,1.0,814646.38,2019-07-03,Disposable,192560688.0,0,72,60 to 100 days of delay
13975,CA02,20019860,Advantage Solutions,2019-08-17,2019.0,194568400.0,2019-08-30,2019-11-27,2019-07-04,2020-04-15,CAD,RV,1.0,3810.95,2019-10-04,1/30 Prox,194568400.0,0,-242,no delay
13979,U013,20087066,Summit Technologies,2019-09-03,2019.0,193724439.0,2019-12-02,2019-05-15,2019-11-04,2020-03-25,CAD,RV,1.0,66243.27,2020-04-28,90 EOM,193724439.0,1,-204,no delay
13983,U007,20089425,Ultimate Solutions,2019-06-12,2020.0,199153181.0,2019-07-22,2019-12-03,2019-04-10,2019-04-08,USD,RV,1.0,9042.01,2019-11-08,Monthly,199153181.0,0,65,60 to 100 days of delay
13987,U013,20003071,Synergy Corporations,2019-12-15,2019.0,199426643.0,2020-04-07,2019-03-30,2019-10-14,2019-12-07,USD,RV,1.0,119313.6,2019-02-05,Due Dates,199426643.0,0,8,0 to 15 days of delay
13991,CA02,20037823,Pioneer Industries,2020-05-05,2020.0,192138906.0,2020-01-22,2019-03-01,2019-08-07,2019-10-08,CAD,RV,1.0,7873.17,2019-04-12,1/90 EOM,192138906.0,1,210,more than 100 days of delay
13995,U002,20056214,Horizon Holdings,2019-06-29,2020.0,199768453.0,2019-01-30,2019-02-16,2020-04-16,2019-04-28,USD,RV,1.0,78904.46,2020-03-09,1/60 EOM,199768453.0,1,62,60 to 100 days of delay
13999,U001,20099573,Vertex Solutions Inc.,2019-11-01,2019.0,190567605.0,2019-01-14,2020-02-08,2019-02-16,2019-07-11,USD,RV,1.0,8388.74,2020-05-04,Yearly,190567605.0,0,113,more than 100 days of delay
14003,U002,20074751,Titanium Technologies,2019-09-12,2020.0,193354291.0,2019-10-08,2019-04-22,2019-06-04,2019-07-09,CAD,RV,1.0,9447.5,2019-03-30,Immediate,193354291.0,1,65,60 to 100 days of delay
14007,U002,20013288,Alliance Enterprises,2019-07-25,2020.0,193811504.0,2019-08-30,2019-11-12,2019-08-30,2020-03-11,USD,RV,1.0,7848.79,2019-11-06,Cash,193811504.0,0,-230,no delay
14011,U005,20087160,Future Commerce Ltd.,2019-09-29,2020.0,194625637.0,2019-10-09,2019-03-07,2019-05-22,2020-03-17,CAD,RV,1.0,610488.82,2020-01-03,Graduated,194625637.0,1,-170,no delay
14015,U002,20097803,Synergy Corporations,2019-05-27,2019.0,191379583.0,2019-01-16,2019-03-16,2020-03-21,2020-01-08,USD,RV,1.0,20427.21,2019-12-07,N90,191379583.0,1,-226,no delay
14019,U002,20004517,Advantage Solutions,2019-12-22,2020.0,196174809.0,2019-12-31,2020-01-04,2020-01-29,2019-08-16,USD,RV,1.0,57830.47,2019-10-26,30 EOM,196174809.0,1,128,more than 100 days of delay
14023,U013,20061233,Horizon Holdings,2019-06-21,2019.0,192523867.0,2020-02-20,2019-07-24,2019-04-28,2020-03-13,CAD,RV,1.0,1693.33,2019-05-02,PID,192523867.0,1,-266,no delay
14027,U007,20087239,Crest Business Services,2019-04-03,2019.0,194867217.0,2020-03-26,2019-06-21,2020-01-06,2019-03-13,USD,RV,1.0,740608.75,2019-06-29,Post-Payment,194867217.0,0,21,15 to 30 days of delay
14031,U002,20084952,BlueWave Enterprises,2019-11-30,2020.0,192021504.0,2019-11-19,2019-07-21,2019-01-27,2019-08-05,CAD,RV,1.0,76665.33,2019-09-06,Net 7,192021504.0,1,117,more than 100 days of delay
14035,U007,20014189,Global Tech Solutions,2019-05-09,2020.0,195129939.0,2019-05-15,2020-02-15,2020-02-18,2019-04-10,CAD,RV,1.0,2894.67,2019-08-17,Lease-to-Own,195129939.0,0,29,15 to 30 days of delay
14039,U002,20012430,Pioneer Industries,2019-05-27,2019.0,195885879.0,2020-05-02,2019-02-07,2020-04-13,2019-05-09,USD,RV,1.0,59957.44,2019-03-01,Monthly,195885879.0,1,18,15 to 30 days of delay
14043,U002,20025379,Skyline Innovations,2019-12-27,2020.0,199602346.0,2019-01-25,2019-06-21,2019-01-12,2019-10-28,CAD,RV,1.0,209691.26,2019-07-12,1/10 Prox,199602346.0,0,60,60 to 100 days of delay
14047,U013,20018681,Infinity Holdings,2019-11-11,2020.0,190265410.0,2019-03-26,2019-12-26,2019-03-03,2019-05-18,CAD,RV,1.0,11418.82,2020-05-09,Prescription,190265410.0,0,177,more than 100 days of delay
14051,U001,20084881,Crest Business Services,2019-07-03,2020.0,196123327.0,2020-03-26,2019-02-12,2019-04-01,2019-04-24,USD,RV,1.0,81519.91,2019-09-07,Royalty,196123327.0,0,70,60 to 100 days of delay
